Driver_id, Trip_id, Time, Miles, Trip_Time, Trip_type, Trip_start, Trip_end
D,01-116251-A,0.576252121735922,3.5984723501361557,0.004997878264077994,TripType.B,"4509 Springdale Rd, Austin, TX 78723","1030 Norwood Park Blvd , Austin , TX 78753"
D,01-36121-B,0.46106187695257983,26.535688594142503,0.03685512304742014,TripType.D,"6114 S First St , Austin , TX 78745-4008","216 W 3rd St, Elgin, TX 78621"
D,01-92415-A,0.6191737381580836,2.6951485261798545,0.0037432618419164644,TripType.B,"5801 Westminster Dr, Austin, TX 78723","7801 N Lamar Blvd , Apt . B174 , Austin , TX 78752"
D,01-92415-B,0.61458333334,2.6951485261798545,0.0037432618419164644,TripType.D,"7801 N Lamar Blvd , Apt . B174 , Austin , TX 78752","5801 Westminster Dr, Austin, TX 78723"
D,836,0.58125,1.8665830426325163,0.002592476448100717,TripType.A,"1030 Norwood Park Blvd , Austin , TX 78753","5801 Westminster Dr, Austin, TX 78723"
D,642,0.49791700000000017,18.75962282966606,0.02605503170786953,TripType.A,"216 W 3rd St, Elgin, TX 78621","4509 Springdale Rd, Austin, TX 78723"
D,914,1.0,0.41057551454170704,0.0005702437701968153,TripType.INTER_B,"5801 Westminster Dr, Austin, TX 78723","5717 Wellington Dr Austin, TX"
D,333,0,18.797860298843922,0.026108139303949892,TripType.INTER_A,"5717 Wellington Dr Austin, TX","216 W 3rd St, Elgin, TX 78621"
F,747,1.0,1.167805898839935,0.0016219526372776875,TripType.INTER_B,"1110 W William Cannon Dr , Apt . 303 , Austin , TX 78745","2398 Granberry Dr Austin, TX 78745"
F,177,0,1.167805898839935,0.0016219526372776875,TripType.INTER_A,"2398 Granberry Dr Austin, TX 78745","1110 W William Cannon Dr , Apt . 303 , Austin , TX 78745"
